tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
@USER He’s a cocky SOB who needs to be brought down to his knees,1,1,0,"['hes', 'cocky', 'sob', 'needs', 'brought', 'knees']","['he', 'cocki', 'sob', 'need', 'brought', 'knee']",hes cocky sob needs brought knees
@USER @USER Right... disgusting! I can’t tell if these acc is a man or woman but he/she is sick.,1,1,1,"['right', 'disgusting', 'cant', 'tell', 'acc', 'man', 'woman', 'heshe', 'sick']","['right', 'disgust', 'cant', 'tell', 'acc', 'man', 'woman', 'hesh', 'sick']",right disgusting cant tell acc man woman heshe sick
This guy is a disgusting little perv. #MAGA URL,1,1,0,"['guy', 'disgusting', 'little', 'perv', 'maga']","['guy', 'disgust', 'littl', 'perv', 'maga']",guy disgusting little perv maga
@USER @USER She is a Republican. Do you actually expect any different. And as far as her calling the opposition money a bribe she should be used to that by now bribes that is,1,1,0,"['republican', 'actually', 'expect', 'different', 'far', 'calling', 'opposition', 'money', 'bribe', 'used', 'bribes']","['republican', 'actual', 'expect', 'differ', 'far', 'call', 'opposit', 'money', 'bribe', 'use', 'bribe']",republican actually expect different far calling opposition money bribe used bribes
@USER @USER She is dickmatized,1,1,0,['dickmatized'],['dickmat'],dickmatized
. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp;  facial expressions were everything I see you 👀 #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A FUCKING #ICON #BarbieDreamsVIDEO URL,1,0,-1,"['say', 'tastethebarbierainbow', 'amp', 'facial', 'expressions', 'everything', 'see', 'roman', 'video', 'legendary', 'fucking', 'icon', 'barbiedreamsvideo']","['say', 'tastethebarbierainbow', 'amp', 'facial', 'express', 'everyth', 'see', 'roman', 'video', 'legendari', 'fuck', 'icon', 'barbiedreamsvideo']",say tastethebarbierainbow amp facial expressions everything see roman video legendary fucking icon barbiedreamsvideo
@USER @USER @USER Yes but it doesnt help with the made up stories about him. He shouldn't of called football players SOB. but he is right about illegal immigration. We can't support the entire nation. Rules needs to change.,1,1,1,"['yes', 'help', 'made', 'stories', 'called', 'football', 'players', 'sob', 'right', 'illegal', 'immigration', 'support', 'entire', 'nation', 'rules', 'needs', 'change']","['ye', 'help', 'made', 'stori', 'call', 'footbal', 'player', 'sob', 'right', 'illeg', 'immigr', 'support', 'entir', 'nation', 'rule', 'need', 'chang']",yes help made stories called football players sob right illegal immigration support entire nation rules needs change
@USER He is way more creepier and says way more stupid things URL,1,1,0,"['way', 'creepier', 'says', 'way', 'stupid', 'things']","['way', 'creepier', 'say', 'way', 'stupid', 'thing']",way creepier says way stupid things
@USER The really frightening thing is that plenty of Antifa are stupid enough to believe this is true. I'd put a bet on the first one to try it being a woman Antifa. They seem to be the most stupid and more willing to vitue signal their way into an early grave.,1,1,1,"['really', 'frightening', 'thing', 'plenty', 'antifa', 'stupid', 'enough', 'believe', 'true', 'would', 'put', 'bet', 'first', 'one', 'try', 'woman', 'antifa', 'seem', 'stupid', 'willing', 'vitue', 'signal', 'way', 'early', 'grave']","['realli', 'frighten', 'thing', 'plenti', 'antifa', 'stupid', 'enough', 'believ', 'true', 'would', 'put', 'bet', 'first', 'one', 'tri', 'woman', 'antifa', 'seem', 'stupid', 'will', 'vitu', 'signal', 'way', 'earli', 'grave']",really frightening thing plenty antifa stupid enough believe true would put bet first one try woman antifa seem stupid willing vitue signal way early grave
@USER @USER @USER Character assassination and intimidation are two of the favorite weapons Liberals use against those who do not agree with them. Some(like Ms Waters) promote violence &amp; support Antifa ( who has actually stated they want to kill Trump and his supporters). Skeptical ?.lol @USER,1,1,0,"['character', 'assassination', 'intimidation', 'two', 'favorite', 'weapons', 'liberals', 'use', 'agree', 'somelike', 'ms', 'waters', 'promote', 'violence', 'amp', 'support', 'antifa', 'actually', 'stated', 'want', 'kill', 'trump', 'supporters', 'skeptical', 'lol']","['charact', 'assassin', 'intimid', 'two', 'favorit', 'weapon', 'liber', 'use', 'agre', 'somelik', 'ms', 'water', 'promot', 'violenc', 'amp', 'support', 'antifa', 'actual', 'state', 'want', 'kill', 'trump', 'support', 'skeptic', 'lol']",character assassination intimidation two favorite weapons liberals use agree somelike ms waters promote violence amp support antifa actually stated want kill trump supporters skeptical lol
@USER Eirc Holder: a friken idiot,1,1,0,"['eirc', 'holder', 'friken', 'idiot']","['eirc', 'holder', 'friken', 'idiot']",eirc holder friken idiot
The #Child-#Rape Assembly Line URL via @USER We cannot #trust a #Catholic #priest. We cannot trust a #Jewish #rabbi - Why do we let these #people have #secrets?  #GreatAwakening #MAGA @USER,1,1,1,"['childrape', 'assembly', 'line', 'via', 'trust', 'catholic', 'priest', 'trust', 'jewish', 'rabbi', 'let', 'people', 'secrets', 'greatawakening', 'maga']","['childrap', 'assembl', 'line', 'via', 'trust', 'cathol', 'priest', 'trust', 'jewish', 'rabbi', 'let', 'peopl', 'secret', 'greatawaken', 'maga']",childrape assembly line via trust catholic priest trust jewish rabbi let people secrets greatawakening maga
@USER come eat me 🤤😍🍽😖,1,0,-1,"['come', 'eat']","['come', 'eat']",come eat
@USER @USER Because you advocate for  -gun control -mass immigration  -cultural Marxism   You’re a tool for Jewish Globalists,1,1,0,"['advocate', 'gun', 'control', 'mass', 'immigration', 'cultural', 'marxism', 'tool', 'jewish', 'globalists']","['advoc', 'gun', 'control', 'mass', 'immigr', 'cultur', 'marxism', 'tool', 'jewish', 'globalist']",advocate gun control mass immigration cultural marxism tool jewish globalists
@USER then you must condemn antifa and BLM who spew hate and fear toward the police,1,1,2,"['must', 'condemn', 'antifa', 'blm', 'spew', 'hate', 'fear', 'toward', 'police']","['must', 'condemn', 'antifa', 'blm', 'spew', 'hate', 'fear', 'toward', 'polic']",must condemn antifa blm spew hate fear toward police
@USER Just the fact that #StopKavanagh REPEATEDLY attempted to block the abortion for an undocumented immigrant (which she wanted) tells me   he is unfit to serve on the Supreme Court.   We don’t need a person who cherrypicks what laws will or will not be respected.  @USER,1,1,0,"['fact', 'stopkavanagh', 'repeatedly', 'attempted', 'block', 'abortion', 'undocumented', 'immigrant', 'wanted', 'tells', 'unfit', 'serve', 'supreme', 'court', 'dont', 'need', 'person', 'cherrypicks', 'laws', 'respected']","['fact', 'stopkavanagh', 'repeatedli', 'attempt', 'block', 'abort', 'undocu', 'immigr', 'want', 'tell', 'unfit', 'serv', 'suprem', 'court', 'dont', 'need', 'person', 'cherrypick', 'law', 'respect']",fact stopkavanagh repeatedly attempted block abortion undocumented immigrant wanted tells unfit serve supreme court dont need person cherrypicks laws respected
"@USER @USER That isn't at all plausible. Tories and Labour have access to that building. More Tories have a problem with her than Labour and there are more Tories. It could have been a leftist"" but there are more Tory suspects. You are pretty abusive for someone arguing the left are abusive""",1,1,0,"['plausible', 'tories', 'labour', 'access', 'building', 'tories', 'problem', 'labour', 'tories', 'could', 'leftist', 'tory', 'suspects', 'pretty', 'abusive', 'someone', 'arguing', 'left', 'abusive']","['plausibl', 'tori', 'labour', 'access', 'build', 'tori', 'problem', 'labour', 'tori', 'could', 'leftist', 'tori', 'suspect', 'pretti', 'abus', 'someon', 'argu', 'left', 'abus']",plausible tories labour access building tories problem labour tories could leftist tory suspects pretty abusive someone arguing left abusive
@USER @USER if you speak Spanish? MS-13  Muslim? terrorist  black person? should've complied   hold a dissenting opinion? emotional  snowflake  Gun control? Nazi  Republican putting people in internment camps? PATRIOT  Think you leave your human rights at the boarder? PATRIOT  I'm tired,1,1,1,"['speak', 'spanish', 'muslim', 'terrorist', 'black', 'person', 'complied', 'hold', 'dissenting', 'opinion', 'emotional', 'snowflake', 'gun', 'control', 'nazi', 'republican', 'putting', 'people', 'internment', 'camps', 'patriot', 'think', 'leave', 'human', 'rights', 'boarder', 'patriot', 'tired']","['speak', 'spanish', 'muslim', 'terrorist', 'black', 'person', 'compli', 'hold', 'dissent', 'opinion', 'emot', 'snowflak', 'gun', 'control', 'nazi', 'republican', 'put', 'peopl', 'intern', 'camp', 'patriot', 'think', 'leav', 'human', 'right', 'boarder', 'patriot', 'tire']",speak spanish muslim terrorist black person complied hold dissenting opinion emotional snowflake gun control nazi republican putting people internment camps patriot think leave human rights boarder patriot tired
@USER @USER steroids and pills mixed in with their alcohol that is a little bit of a BIG NIGHTMARE or bad dream right there... ANTI-SUICIDE LAWS and gun control LICENSE FOR EACH GUN PLEASE walks into a cop station  URL,1,1,0,"['steroids', 'pills', 'mixed', 'alcohol', 'little', 'bit', 'big', 'nightmare', 'bad', 'dream', 'right', 'antisuicide', 'laws', 'gun', 'control', 'license', 'gun', 'please', 'walks', 'cop', 'station']","['steroid', 'pill', 'mix', 'alcohol', 'littl', 'bit', 'big', 'nightmar', 'bad', 'dream', 'right', 'antisuicid', 'law', 'gun', 'control', 'licens', 'gun', 'pleas', 'walk', 'cop', 'station']",steroids pills mixed alcohol little bit big nightmare bad dream right antisuicide laws gun control license gun please walks cop station
"@USER endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed.""",1,1,0,"['endorses', 'felons', 'ah', 'yes', 'felons', 'likely', 'shit', 'reminds', 'bernie', 'said', 'chicago', 'different', 'vermont', 'regards', 'gun', 'control', 'needed']","['endors', 'felon', 'ah', 'ye', 'felon', 'like', 'shit', 'remind', 'berni', 'said', 'chicago', 'differ', 'vermont', 'regard', 'gun', 'control', 'need']",endorses felons ah yes felons likely shit reminds bernie said chicago different vermont regards gun control needed
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This lady is a grade A idiot or a complete and total liar.  I have called her on most of her bullshit. Anyone with half a brain knows what she is spewing is crap.,1,1,0,"['lady', 'grade', 'idiot', 'complete', 'total', 'liar', 'called', 'bullshit', 'anyone', 'half', 'brain', 'knows', 'spewing', 'crap']","['ladi', 'grade', 'idiot', 'complet', 'total', 'liar', 'call', 'bullshit', 'anyon', 'half', 'brain', 'know', 'spew', 'crap']",lady grade idiot complete total liar called bullshit anyone half brain knows spewing crap
@USER BETO is for GUN control!!! In TEXAS that don’t hunt. He is a liberal just like Picante sauce from New Jersey😜   REMEMBER the ALAMO!  Keep Texas Red 🇺🇸,1,1,0,"['beto', 'gun', 'control', 'texas', 'dont', 'hunt', 'liberal', 'like', 'picante', 'sauce', 'new', 'jersey', 'remember', 'alamo', 'keep', 'texas', 'red']","['beto', 'gun', 'control', 'texa', 'dont', 'hunt', 'liber', 'like', 'picant', 'sauc', 'new', 'jersey', 'rememb', 'alamo', 'keep', 'texa', 'red']",beto gun control texas dont hunt liberal like picante sauce new jersey remember alamo keep texas red
@USER Ford is a liar &amp; a ultra left wing radical working with George Soros &amp; others such as Antifa &amp; the Dem party has known it all along.,1,1,0,"['ford', 'liar', 'amp', 'ultra', 'left', 'wing', 'radical', 'working', 'george', 'soros', 'amp', 'others', 'antifa', 'amp', 'dem', 'party', 'known', 'along']","['ford', 'liar', 'amp', 'ultra', 'left', 'wing', 'radic', 'work', 'georg', 'soro', 'amp', 'other', 'antifa', 'amp', 'dem', 'parti', 'known', 'along']",ford liar amp ultra left wing radical working george soros amp others antifa amp dem party known along
@USER He is a cancer though. Suspended for like 3 years and then is late to practice when he’s able to play again. Can you blame them for cutting him when they suck anyways?,1,1,0,"['cancer', 'though', 'suspended', 'like', 'years', 'late', 'practice', 'hes', 'able', 'play', 'blame', 'cutting', 'suck', 'anyways']","['cancer', 'though', 'suspend', 'like', 'year', 'late', 'practic', 'he', 'abl', 'play', 'blame', 'cut', 'suck', 'anyway']",cancer though suspended like years late practice hes able play blame cutting suck anyways
"@USER @USER @USER @USER @USER @USER Matthew - you are a Lefty genius.  Go live in Syria, Assad is a much nicer"" guy than Trump.  U will like it there. 🤣Lots of ""human rights"" no racism, no sexism.  Tell us how u get on. 🤣💩💩😆  @USER",1,1,0,"['matthew', 'lefty', 'genius', 'go', 'live', 'syria', 'assad', 'much', 'nicer', 'guy', 'trump', 'u', 'like', 'lots', 'human', 'rights', 'racism', 'sexism', 'tell', 'us', 'u', 'get']","['matthew', 'lefti', 'geniu', 'go', 'live', 'syria', 'assad', 'much', 'nicer', 'guy', 'trump', 'u', 'like', 'lot', 'human', 'right', 'racism', 'sexism', 'tell', 'us', 'u', 'get']",matthew lefty genius go live syria assad much nicer guy trump u like lots human rights racism sexism tell us u get
@USER Friggen crook.,1,1,0,"['friggen', 'crook']","['friggen', 'crook']",friggen crook
@USER Most Liberals know deep down that it's oppressive and misogynistic but that's better than being a racist Islamophobe which is what you are according to liberals if you dare speak out against it.  This is how low the standard for debate is on topics like this.,1,1,1,"['liberals', 'know', 'deep', 'oppressive', 'misogynistic', 'better', 'racist', 'islamophobe', 'according', 'liberals', 'dare', 'speak', 'low', 'standard', 'debate', 'topics', 'like']","['liber', 'know', 'deep', 'oppress', 'misogynist', 'better', 'racist', 'islamophob', 'accord', 'liber', 'dare', 'speak', 'low', 'standard', 'debat', 'topic', 'like']",liberals know deep oppressive misogynistic better racist islamophobe according liberals dare speak low standard debate topics like
@USER @USER He is such an A-Hole. Sad.,1,1,0,"['ahole', 'sad']","['ahol', 'sad']",ahole sad
@USER She is by far the most pretentious little try-hard housemate in there this year. So cringeworthy. #BBUK,1,1,0,"['far', 'pretentious', 'little', 'tryhard', 'housemate', 'year', 'cringeworthy', 'bbuk']","['far', 'pretenti', 'littl', 'tryhard', 'housem', 'year', 'cringeworthi', 'bbuk']",far pretentious little tryhard housemate year cringeworthy bbuk
@USER Bitch better serve,1,1,0,"['bitch', 'better', 'serve']","['bitch', 'better', 'serv']",bitch better serve
@USER I tried to remember? I don’t under your joke. I lobe conservatives like yourself because your so inept.,1,1,0,"['tried', 'remember', 'dont', 'joke', 'lobe', 'conservatives', 'like', 'inept']","['tri', 'rememb', 'dont', 'joke', 'lobe', 'conserv', 'like', 'inept']",tried remember dont joke lobe conservatives like inept
12 hotel guests killed in Corpus Christi with 9mm Ruger P89. The NRA calls gun control research 'unethical'.,1,1,2,"['hotel', 'guests', 'killed', 'corpus', 'christi', 'ruger', 'nra', 'calls', 'gun', 'control', 'research', 'unethical']","['hotel', 'guest', 'kill', 'corpu', 'christi', 'ruger', 'nra', 'call', 'gun', 'control', 'research', 'uneth']",hotel guests killed corpus christi ruger nra calls gun control research unethical
@USER @USER @USER She is a walking talking lie..  that’s why.,1,1,0,"['walking', 'talking', 'lie', 'thats']","['walk', 'talk', 'lie', 'that']",walking talking lie thats
@USER Stop saying this shit you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought I was happy but deep down I wanted to end it all but I didn't let depression beat me I kept fighting.,1,0,-1,"['stop', 'saying', 'shit', 'going', 'shrio', 'fight', 'depression', 'let', 'take', 'half', 'life', 'hiding', 'emotions', 'everyone', 'thought', 'happy', 'deep', 'wanted', 'end', 'let', 'depression', 'beat', 'kept', 'fighting']","['stop', 'say', 'shit', 'go', 'shrio', 'fight', 'depress', 'let', 'take', 'half', 'life', 'hide', 'emot', 'everyon', 'thought', 'happi', 'deep', 'want', 'end', 'let', 'depress', 'beat', 'kept', 'fight']",stop saying shit going shrio fight depression let take half life hiding emotions everyone thought happy deep wanted end let depression beat kept fighting
@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the damn place.,1,1,0,"['worked', 'fired', 'comments', 'view', 'inconsistent', 'damn', 'place']","['work', 'fire', 'comment', 'view', 'inconsist', 'damn', 'place']",worked fired comments view inconsistent damn place
"@USER @USER @USER @USER Obama claims robust economy belongs to him and Pelosi blames bad economy"" on Trump. These dem dolts are schizo.""",1,1,0,"['obama', 'claims', 'robust', 'economy', 'belongs', 'pelosi', 'blames', 'bad', 'economy', 'trump', 'dem', 'dolts', 'schizo']","['obama', 'claim', 'robust', 'economi', 'belong', 'pelosi', 'blame', 'bad', 'economi', 'trump', 'dem', 'dolt', 'schizo']",obama claims robust economy belongs pelosi blames bad economy trump dem dolts schizo
@USER @USER @USER still thinks she matters.🙄😆😂,1,1,0,"['still', 'thinks', 'matters']","['still', 'think', 'matter']",still thinks matters
@USER @USER @USER @USER @USER You are a fascist pig. Now go report my to your shitty Twitter so I will be removed.,1,1,0,"['fascist', 'pig', 'go', 'report', 'shitty', 'twitter', 'removed']","['fascist', 'pig', 'go', 'report', 'shitti', 'twitter', 'remov']",fascist pig go report shitty twitter removed
@USER So what ur saying is that it is in fact chicken shit and you are eating chicken shit URL,1,0,-1,"['ur', 'saying', 'fact', 'chicken', 'shit', 'eating', 'chicken', 'shit']","['ur', 'say', 'fact', 'chicken', 'shit', 'eat', 'chicken', 'shit']",ur saying fact chicken shit eating chicken shit
@USER I blame @USER for inciting violence and she should be held accountable! She is a despicable disgrace.,1,1,0,"['blame', 'inciting', 'violence', 'held', 'accountable', 'despicable', 'disgrace']","['blame', 'incit', 'violenc', 'held', 'account', 'despic', 'disgrac']",blame inciting violence held accountable despicable disgrace
@USER Liberals with their lies again.,1,1,1,"['liberals', 'lies']","['liber', 'lie']",liberals lies
"@USER Police state tyrant liberals LOVE the word dangerous"" when gaslighting their sheep.""",1,1,1,"['police', 'state', 'tyrant', 'liberals', 'love', 'word', 'dangerous', 'gaslighting', 'sheep']","['polic', 'state', 'tyrant', 'liber', 'love', 'word', 'danger', 'gaslight', 'sheep']",police state tyrant liberals love word dangerous gaslighting sheep
@USER @USER @USER @USER Obama will be remembered as the man that destroy libya. Imagine if mi6 or cia give blm or antifa guns and wages war vs trump. Then they control the msm and say trump use chemical weapon to legalize their coup. The blood is on obama hand.,1,1,1,"['obama', 'remembered', 'man', 'destroy', 'libya', 'imagine', 'cia', 'give', 'blm', 'antifa', 'guns', 'wages', 'war', 'vs', 'trump', 'control', 'msm', 'say', 'trump', 'use', 'chemical', 'weapon', 'legalize', 'coup', 'blood', 'obama', 'hand']","['obama', 'rememb', 'man', 'destroy', 'libya', 'imagin', 'cia', 'give', 'blm', 'antifa', 'gun', 'wage', 'war', 'vs', 'trump', 'control', 'msm', 'say', 'trump', 'use', 'chemic', 'weapon', 'legal', 'coup', 'blood', 'obama', 'hand']",obama remembered man destroy libya imagine cia give blm antifa guns wages war vs trump control msm say trump use chemical weapon legalize coup blood obama hand
@USER I think he WAS black. But thank God the police here behaved professionally. She is SCARY!,1,1,0,"['think', 'black', 'thank', 'god', 'police', 'behaved', 'professionally', 'scary']","['think', 'black', 'thank', 'god', 'polic', 'behav', 'profession', 'scari']",think black thank god police behaved professionally scary
@USER @USER lmao @ the WORLD league viewership compared to league of legends or overwatch or cs:go. Main issues are that the format is shit and the game is on console. So you need to fix one of them. Console could be turned into an advantage uf u capture the attention of Joe Shmo,1,0,-1,"['lmao', 'world', 'league', 'viewership', 'compared', 'league', 'legends', 'overwatch', 'csgo', 'main', 'issues', 'format', 'shit', 'game', 'console', 'need', 'fix', 'one', 'console', 'could', 'turned', 'advantage', 'uf', 'u', 'capture', 'attention', 'joe', 'shmo']","['lmao', 'world', 'leagu', 'viewership', 'compar', 'leagu', 'legend', 'overwatch', 'csgo', 'main', 'issu', 'format', 'shit', 'game', 'consol', 'need', 'fix', 'one', 'consol', 'could', 'turn', 'advantag', 'uf', 'u', 'captur', 'attent', 'joe', 'shmo']",lmao world league viewership compared league legends overwatch csgo main issues format shit game console need fix one console could turned advantage uf u capture attention joe shmo
@USER @USER Lol 🤣🤣🤣 every gf and ein track. Whole ass album pahh,1,1,0,"['lol', 'every', 'gf', 'ein', 'track', 'whole', 'ass', 'album', 'pahh']","['lol', 'everi', 'gf', 'ein', 'track', 'whole', 'ass', 'album', 'pahh']",lol every gf ein track whole ass album pahh
@USER @USER @USER @USER Somehow I doubt that statistic you just made up in your head. URL,1,1,0,"['somehow', 'doubt', 'statistic', 'made', 'head']","['somehow', 'doubt', 'statist', 'made', 'head']",somehow doubt statistic made head
@USER @USER @USER Fuck you...  If she dare then why didn't she choose any other granth ..haha .. m sure she is looking for some publicity.. Bible or kuran . Whatever her intention was but she done a drama . May be she want to start any business that requires public intention.,1,1,0,"['fuck', 'dare', 'choose', 'granth', 'haha', 'sure', 'looking', 'publicity', 'bible', 'kuran', 'whatever', 'intention', 'done', 'drama', 'may', 'want', 'start', 'business', 'requires', 'public', 'intention']","['fuck', 'dare', 'choos', 'granth', 'haha', 'sure', 'look', 'public', 'bibl', 'kuran', 'whatev', 'intent', 'done', 'drama', 'may', 'want', 'start', 'busi', 'requir', 'public', 'intent']",fuck dare choose granth haha sure looking publicity bible kuran whatever intention done drama may want start business requires public intention
@USER @USER He’s made a gun control shift as well. Check his talking points from last cycle.,1,1,1,"['hes', 'made', 'gun', 'control', 'shift', 'well', 'check', 'talking', 'points', 'last', 'cycle']","['he', 'made', 'gun', 'control', 'shift', 'well', 'check', 'talk', 'point', 'last', 'cycl']",hes made gun control shift well check talking points last cycle
@USER Guess the robber didn't know about all of NYC's gun control laws,1,1,0,"['guess', 'robber', 'know', 'nycs', 'gun', 'control', 'laws']","['guess', 'robber', 'know', 'nyc', 'gun', 'control', 'law']",guess robber know nycs gun control laws
@USER Morals?  You mean like aborting an infant? Falsely accusing people?  Antifa violence?  Censoring free speech on campuses?  Looting?  Lying as you fill the Deep State?  Those morals?,1,0,-1,"['morals', 'mean', 'like', 'aborting', 'infant', 'falsely', 'accusing', 'people', 'antifa', 'violence', 'censoring', 'free', 'speech', 'campuses', 'looting', 'lying', 'fill', 'deep', 'state', 'morals']","['moral', 'mean', 'like', 'abort', 'infant', 'fals', 'accus', 'peopl', 'antifa', 'violenc', 'censor', 'free', 'speech', 'campus', 'loot', 'lie', 'fill', 'deep', 'state', 'moral']",morals mean like aborting infant falsely accusing people antifa violence censoring free speech campuses looting lying fill deep state morals
@USER He is dead so um irrelevant &amp; he was murdered.,1,1,0,"['dead', 'um', 'irrelevant', 'amp', 'murdered']","['dead', 'um', 'irrelev', 'amp', 'murder']",dead um irrelevant amp murdered
@USER Fascist always control the media.,1,1,0,"['fascist', 'always', 'control', 'media']","['fascist', 'alway', 'control', 'media']",fascist always control media
@USER He is about as useless as a tit on a hog just saying 😎,1,0,-1,"['useless', 'tit', 'hog', 'saying']","['useless', 'tit', 'hog', 'say']",useless tit hog saying
@USER Still better than Spanish it's so fucking boring and the teacher grades us based on how sexually active we are 😒,1,1,1,"['still', 'better', 'spanish', 'fucking', 'boring', 'teacher', 'grades', 'us', 'based', 'sexually', 'active']","['still', 'better', 'spanish', 'fuck', 'bore', 'teacher', 'grade', 'us', 'base', 'sexual', 'activ']",still better spanish fucking boring teacher grades us based sexually active
@USER @USER you don't put this much thought into antifa goons ripping downtown seattle apart every holiday,1,1,0,"['put', 'much', 'thought', 'antifa', 'goons', 'ripping', 'downtown', 'seattle', 'apart', 'every', 'holiday']","['put', 'much', 'thought', 'antifa', 'goon', 'rip', 'downtown', 'seattl', 'apart', 'everi', 'holiday']",put much thought antifa goons ripping downtown seattle apart every holiday
@USER There are more good people than criminals.  If the good people are armed the criminals won’t stand a chance.  In the USA the cities with the highest violent crime rates are those with the strictest gun control.  The Swiss are all armed and trained - violent crime is rare.,1,1,1,"['good', 'people', 'criminals', 'good', 'people', 'armed', 'criminals', 'wont', 'stand', 'chance', 'usa', 'cities', 'highest', 'violent', 'crime', 'rates', 'strictest', 'gun', 'control', 'swiss', 'armed', 'trained', 'violent', 'crime', 'rare']","['good', 'peopl', 'crimin', 'good', 'peopl', 'arm', 'crimin', 'wont', 'stand', 'chanc', 'usa', 'citi', 'highest', 'violent', 'crime', 'rate', 'strictest', 'gun', 'control', 'swiss', 'arm', 'train', 'violent', 'crime', 'rare']",good people criminals good people armed criminals wont stand chance usa cities highest violent crime rates strictest gun control swiss armed trained violent crime rare
@USER But really....well Hold on. Let me go comment on some girls photo with her boobs hangin out. 🙃,1,0,-1,"['reallywell', 'hold', 'let', 'go', 'comment', 'girls', 'photo', 'boobs', 'hangin']","['reallywel', 'hold', 'let', 'go', 'comment', 'girl', 'photo', 'boob', 'hangin']",reallywell hold let go comment girls photo boobs hangin
#tcot #MAGA Complacency kills. Vote in November URL,1,1,1,"['tcot', 'maga', 'complacency', 'kills', 'vote', 'november']","['tcot', 'maga', 'complac', 'kill', 'vote', 'novemb']",tcot maga complacency kills vote november
@USER The judge and some other guy need to come out and say they are lovers and have been since high school. That would really fuck with liberals. 😎,1,1,0,"['judge', 'guy', 'need', 'come', 'say', 'lovers', 'since', 'high', 'school', 'would', 'really', 'fuck', 'liberals']","['judg', 'guy', 'need', 'come', 'say', 'lover', 'sinc', 'high', 'school', 'would', 'realli', 'fuck', 'liber']",judge guy need come say lovers since high school would really fuck liberals
@USER @USER  Trump does not understand his job? Trump will go down as the most successful and Obama and his entire admin as most corrupt,1,1,0,"['trump', 'understand', 'job', 'trump', 'go', 'successful', 'obama', 'entire', 'admin', 'corrupt']","['trump', 'understand', 'job', 'trump', 'go', 'success', 'obama', 'entir', 'admin', 'corrupt']",trump understand job trump go successful obama entire admin corrupt
@USER @USER Sareena was wrong to behave like this. That is not racist just truth. I do not want my children watching this behavior.,1,1,0,"['sareena', 'wrong', 'behave', 'like', 'racist', 'truth', 'want', 'children', 'watching', 'behavior']","['sareena', 'wrong', 'behav', 'like', 'racist', 'truth', 'want', 'children', 'watch', 'behavior']",sareena wrong behave like racist truth want children watching behavior
@USER @USER @USER Except when it comes to tyrone Woodley. Lol you ate your words eh dan. 45 mins about how great till was and why Woodley wasn't that great. What happened bud? Some fucking expert. 74-1. Stfu dan hardy.,1,1,0,"['except', 'comes', 'tyrone', 'woodley', 'lol', 'ate', 'words', 'eh', 'dan', 'mins', 'great', 'till', 'woodley', 'great', 'happened', 'bud', 'fucking', 'expert', 'stfu', 'dan', 'hardy']","['except', 'come', 'tyron', 'woodley', 'lol', 'ate', 'word', 'eh', 'dan', 'min', 'great', 'till', 'woodley', 'great', 'happen', 'bud', 'fuck', 'expert', 'stfu', 'dan', 'hardi']",except comes tyrone woodley lol ate words eh dan mins great till woodley great happened bud fucking expert stfu dan hardy
@USER Who would buy a book written by such a total classless Porn star! I’ll tell you who Democrats and liberals,1,1,1,"['would', 'buy', 'book', 'written', 'total', 'classless', 'porn', 'star', 'ill', 'tell', 'democrats', 'liberals']","['would', 'buy', 'book', 'written', 'total', 'classless', 'porn', 'star', 'ill', 'tell', 'democrat', 'liber']",would buy book written total classless porn star ill tell democrats liberals
@USER A hypocritical stance.,1,1,0,"['hypocritical', 'stance']","['hypocrit', 'stanc']",hypocritical stance
@USER @USER @USER @USER I’m not sad. I’m fucking angry...    angry that the GOP is embracing fascism. My grandfather was Antifa from 1942-1945. I’m following in his footsteps.  His friends didn’t die in vain for nothing. URL,1,1,2,"['im', 'sad', 'im', 'fucking', 'angry', 'angry', 'gop', 'embracing', 'fascism', 'grandfather', 'antifa', 'im', 'following', 'footsteps', 'friends', 'didnt', 'die', 'vain', 'nothing']","['im', 'sad', 'im', 'fuck', 'angri', 'angri', 'gop', 'embrac', 'fascism', 'grandfath', 'antifa', 'im', 'follow', 'footstep', 'friend', 'didnt', 'die', 'vain', 'noth']",im sad im fucking angry angry gop embracing fascism grandfather antifa im following footsteps friends didnt die vain nothing
@USER About 20 of them Motherfuckers ‼️,1,1,0,['motherfuckers'],['motherfuck'],motherfuckers
@USER @USER @USER OMG what fuckin' kind of this beauty TT,1,0,-1,"['omg', 'fuckin', 'kind', 'beauty', 'tt']","['omg', 'fuckin', 'kind', 'beauti', 'tt']",omg fuckin kind beauty tt
